,name,r_ext,r_com,ext,com
0,in,4.370011556351596,2.6682844800746093,-0.1335,-0.0506
1,mid,9.68377989162667,6.026420526939415,-0.24409999999999998,-0.13999999999999999
2,out,15.980472246111297,10.148552087921578,-0.3293,-0.20779999999999998
