,name,r_ext,r_com,ext,com
0,in,4.370011556351596,2.6682844800746093,0.002778096253322517,0.0023755519066665514
1,mid,9.68377989162667,6.026420526939415,0.003466411061484554,0.002896962148135333
2,out,15.980472246111297,10.148552087921578,0.0053566886130586005,0.004386680195134375
