,name,r_ext,r_com,ext,com
0,in,4.370011556351596,2.6682844800746093,0.29359,0.26442
1,mid,9.68377989162667,6.026420526939415,0.303905,0.27032999999999996
2,out,15.980472246111297,10.148552087921578,0.28724000000000005,0.27854
