,name,r_ext,r_com,ext,com
0,in,4.370011556351596,2.6682844800746093,0.004603999310842242,0.004952485109987555
1,mid,9.68377989162667,6.026420526939415,0.005559295262605997,0.004799452623310125
2,out,15.980472246111297,10.148552087921578,0.009207172061177115,0.006523403323146812
